0,3100000000000001 151,8136904504148 9,076969453749467 -1,777914071710011 29,2451813703837
0,3200000000000001 151,7953384623275 9,369385909133786 -1,8351988087319595 29,24164553843
0,3300000000000001 151,77641369157632 9,661765902383598 -1,89247707511729 29,23799932498124
0,34000000000000014 151,75691620492336 9,95410832979278 -1,9497486652972487 29,2342427409182
0,35000000000000014 151,73684607118616 10,246412087767624 -2,007013373720155 29,23037579748436
0,36000000000000015 151,71620336123763 10,538676072830382 -2,0642709948519022 29,22639850627591
0,37000000000000016 151,69498814800588 10,83089918162282 -2,1215213231764616 29,2223108792437
0,38000000000000017 151,6732005064739 11,123080310909755 -2,1787641531963815 29,2181129286934
0,3900000000000002 151,65084051367958 11,415218357582607 -2,235999279433292 29,2138046672851
0,4000000000000002 151,6279082487153 11,707312218662944 -2,2932264964284053 29,20938610803372
0,4100000000000002 151,60440379272788 11,99936079130603 -2,3504455987430175 29,20485726430853
0,4200000000000002 151,5803272289183 12,291362972804365 -2,4076563809590112 29,2002181498335
0,4300000000000002 151,5556786425415 12,583317660591236 -2,464858637679356 29,19546877868714
0,4400000000000002 151,53045812090622 12,87522375224426 -2,522052163528611 29,19060916530234
0,45000000000000023 151,5046657533747 13,167080145488924 -2,579236753153426 29,18563932446653
0,46000000000000024 151,47830163136246 13,45888573820214 -2,6364122012230435 29,18055927132155
0,47000000000000025 151,45136584833816 13,750639428415775 -2,693578302429799 29,17536902136362
0,48000000000000026 151,42385849982327 14,04234011432021 -2,7507348514896237 29,17006859044335
0,49000000000000027 151,39577968339185 14,333986694267866 -2,807881643142545 29,16465799476568
0,5000000000000002 151,36712949867032 14,625578066776765 -2,865018472153189 29,15913725088984
0,5100000000000002 151,3379080473372 14,917113130534059 -2,9221451333112807 29,15350637572935
0,5200000000000002 151,30811543312288 15,20859078439958 -2,9792614214321453 29,14776538655195
0,5300000000000002 151,2777517618093 15,500009927409375 -3,0363671313572103 29,14191430097961
0,5400000000000003 151,24681714122974 15,79136945877926 -3,093462057954506 29,1359531369884
0,5500000000000003 151,21531168126856 16,082668277908347 -3,150545996119166 29,12988191290875
0,5600000000000003 151,18323549386082 16,373905284382595 -3,2076187407739303 29,12370064742489
0,5700000000000003 151,15058869299213 16,665079377978348 -3,264680086869645 29,1174093595753
0,5800000000000003 151,11737139469827 16,95618945866587 -3,321729829385764 29,11100806875255
0,5900000000000003 151,08358371706495 17,247234426612902 -3,378767763330849 29,10449679470306
0,6000000000000003 151,04922578022752 17,538213182188176 -3,4357936837430723 29,0978755575273
0,6100000000000003 151,0142977063706 17,829124625964976 -3,4928073856907162 29,09114437767980
0,6200000000000003 150,97879961972788 18,119967658724665 -3,5498086642726747 29,08430327596875
0,6300000000000003 150,94273164658168 18,410741181460228 -3,606797314618955 29,07735227355638
0,6400000000000003 150,90609391526277 18,701444095379816 -3,663773131891178 29,07029139195869
0,6500000000000004 150,86888655614993 18,992075301910273 -3,7207359112830782 29,06312065304551
0,6600000000000004 150,83110970166973 19,282633702700675 -3,7776854480210074 29,05584007904040
0,6700000000000004 150,79276348629608 19,57311819962588 -3,834621537364433 29,04844969252067
0,6800000000000004 150,75384804655002 19,863527694790054 -3,89154397460644 29,04094951641729
0,6900000000000004 150,71436352099929 20,153861090530203 -3,9484525550742324 29,03333957401491
0,7000000000000004 150,674310050258 20,444117289419722 -4,0053470741296335 29,0256198889517
0,7100000000000004 150,63368777698628 20,73429519427192 -4,0622273271695875 29,01779048521972
0,7200000000000004 150,59249684589003 21,02439370814356 -4,119093109626659 29,00985138716411
0,7300000000000004 150,55073740372032 21,3144117343384 -4,175944216969536 29,0018026194838
0,7400000000000004 150,50840959927328 21,60434817641071 -4,23278044470353 28,99364420723120
0,7500000000000004 150,46551358338957 21,89420193816883 -4,289601588371076 28,98537617581199
0,7600000000000005 150,42204950895405 22,183971923678683 -4,346407443552235 28,97699855098536
0,7700000000000005 150,3780175308954 22,473657037267323 -4,403197805865195 28,96851135886381
0,7800000000000005 150,33341780618574 22,763256183526455 -4,459972470966769 28,9599146259131
0,7900000000000005 150,2882504938402 23,05276826731598 -4,5167312345529025 28,95120837895245
0,8000000000000005 150,2425157549166 23,34219219376752 -4,573473892359168 28,9423926451540
0,8100000000000005 150,196213752515 23,631526868287953 -4,630200240161267 28,93346745204343
0,8200000000000005 150,14934465177726 23,920771196562946 -4,686910073775537 28,92443282749927
0,8300000000000005 150,10190861988667 24,20992408456048 -4,743603189059446 28,91528879975332
0,8400000000000005 150,05390582606756 24,498984438534386 -4,800279381912095 28,9060353973904
0,8500000000000005 150,0053364415848 24,78795116502787 -4,856938448274722 28,8966726493484
0,8600000000000005 149,95620063974349 25,076823170877052 -4,9135801841312015 28,88720058491830
0,8700000000000006 149,9064985958884 25,36559936321449 -4,970204385508545 28,8776192337437
0,8800000000000006 149,85623048740362 25,654278649472705 -5,026810848477403 28,86792862582145
0,8900000000000006 149,8053964937121 25,942859937387716 -5,083399369152568 28,85812879150106
0,9000000000000006 149,75399679627517 26,231342135002567 -5,139969743693472 28,8482197614849
0,9100000000000006 149,70203157859214 26,51972415067085 -5,196521768304691 28,8382015668283
0,9200000000000006 149,64950102619977 26,80800489306024 -5,253055239236446 28,82807423893903
0,9300000000000006 149,5964053266719 27,09618327115602 -5,309569952785104 28,8178378095777
0,9400000000000006 149,54274466961897 27,384258194264596 -5,366065705293679 28,80749231085768
0,9500000000000006 149,48851924668745 27,672228572017044 -5,422542293152337 28,7970377752447
0,9600000000000006 149,43372925155947 27,960093314372617 -5,478999512798891 28,7864742355573
0,9700000000000006 149,37837487995228 28,247851331622282 -5,535437160719309 28,77580172496640
0,9800000000000006 149,32245632961778 28,535501534392235 -5,591855033448213 28,76502027699539
0,9900000000000007 149,2659738003421 28,82304283364744 -5,648252927569381 28,75412992552014
1,0000000000000007 149,20892749394494 29,11047414069513 -5,704630639716249 28,74313070476890
1,0100000000000007 149,1513176142792 29,39779436718835 -5,760987966572413 28,73202264932225
1,0200000000000007 149,09314436723048 29,685002425129483 -5,817324704872133 28,72080579411306
1,0300000000000007 149,03440796071646 29,972097226873746 -5,87364065140083 28,7094801744264
1,0400000000000007 148,9751086046865 30,259077685132745 -5,929935602995593 28,69804582589979
1,0500000000000007 148,91524651112104 30,54594271297797 -5,98620935654568 28,6865027845225
1,0600000000000007 148,85482189403112 30,832691223844332 -6,042461708993017 28,67485108663627
1,0700000000000007 148,7938349694578 31,11932213153368 -6,098692457332705 28,66309076893468
1,0800000000000007 148,73228595547167 31,405834350218313 -6,1549013986135215 28,65122186846345
1,0900000000000007 148,67017507217227 31,692226794444515 -6,21108832993842 28,6392444226202
1,1000000000000008 148,6075025416876 31,97849837913606 -6,267253048465036 28,62715846915456
1,1100000000000008 148,54426858817354 32,264648019597736 -6,3233953514061865 28,61496404616792
1,1200000000000008 148,48047343781323 32,55067463151887 -6,379515036030376 28,60266119211359
1,1300000000000008 148,41611731881662 32,83657713097684 -6,435611899662296 28,5902499457966
1,1400000000000008 148,35120046141978 33,12235443444058 -6,491685739683334 28,57773034637376
1,1500000000000008 148,28572309788447 33,40800545877411 -6,547736353532065 28,5651024333535
1,1600000000000008 148,2196854624974 33,693529121240076 -6,6037635387047695 28,5523662465959
1,1700000000000008 148,15308779156985 33,9789243395032 -6,659767092755923 28,5395218263127
1,1800000000000008 148,08593032343686 34,26419003163387 -6,715746813298709 28,5265692130671
1,1900000000000008 148,0182132984568 34,54932511611161 -6,7717024980055145 28,51350844777386
1,2000000000000008 147,94993695901073 34,8343285118286 -6,827633944608442 28,50033957169893
1,2100000000000009 147,88110154950172 35,1191991380932 -6,883540950899806 28,48706262645991
1,2200000000000009 147,8117073163544 35,40393591463346 -6,9394233147326405 28,4736776540256
1,2300000000000009 147,74175450801417 35,68853776160062 -6,995280834021201 28,46018469671619
1,2400000000000009 147,67124337494676 35,97300359957265 -7,051113306741469 28,4465837972029
1,2500000000000009 147,60017416963743 36,257332349557736 -7,106920530931655 28,43287499850843
1,260000000000001 147,5285471465905 36,5415229329978 -7,162702304692705 28,4190583440062
1,270000000000001 147,45636256232862 36,82557427177201 -7,218458426188803 28,40513387742117
1,280000000000001 147,38362067539214 37,109485288200304 -7,274188693647876 28,39110164282888
1,290000000000001 147,31032174633853 37,39325490504687 -7,329892905362095 28,37696168465610
1,300000000000001 147,23646603774165 37,67688204552367 -7,385570859688386 28,36271404768043
1,310000000000001 147,16205381419115 37,960365633293975 -7,4412223550489305 28,34835877703035
1,320000000000001 147,08708534229183 38,24370459247583 -7,49684718993167 28,33389591818514
1,330000000000001 147,01156089066293 38,52689784764558 -7,5524451628908125 28,31932551697483
1,340000000000001 146,93548072993747 38,80994432384138 -7,608016072547337 28,30464761958014
1,350000000000001 146,85884513276156 39,092842946566705 -7,663559717589499 28,28986227253245
1,360000000000001 146,78165437379383 39,375592641793844 -7,719075896773335 28,27496952271371
1,370000000000001 146,7039087297046 39,65819233596741 -7,774564408923168 28,25996941735642
1,380000000000001 146,6256084791753 39,94064095600784 -7,830025052932114 28,24486200404353
1,390000000000001 146,54675390289768 40,222937429314925 -7,8854576277625865 28,2296473307084
1,400000000000001 146,46734528357322 40,505080683771276 -7,940861932446805 28,21432544563491
1,410000000000001 146,38738290591235 40,787069647745845 -7,9962377660872965 28,19889639745
1,420000000000001 146,30686705663376 41,068903250097435 -8,051584927857405 28,1833602351590
1,430000000000001 146,22579802446376 41,35058042017819 -8,106903217001797 28,1677170080754
1,440000000000001 146,14417610013538 41,6321000878371 -8,162192432836967 28,15196676589099
1,450000000000001 146,06200157638787 41,91346118342351 -8,217452374751746 28,1361095586403
1,460000000000001 145,9792747479658 42,19466263779059 -8,272682842207804 28,12014543670826
1,470000000000001 145,8959959116184 42,47570338229889 -8,327883634740163 28,10407445082945
1,480000000000001 145,8121653660988 42,75658234881978 -8,3830545519577 28,08789665208854
1,490000000000001 145,72778341216338 43,03729846973898 -8,438195393543655 28,07161209191998
1,500000000000001 145,6428503525708 43,31785067796006 -8,493305959256137 28,05522082210804
1,5100000000000011 145,5573664920815 43,598237906907926 -8,548386048928633 28,03872289478669
1,5200000000000011 145,4713321374568 43,878459090532324 -8,603435462470514 28,0221183624395
1,5300000000000011 145,38474759745813 44,158513163311326 -8,658453999867548 28,00540727789997
1,5400000000000011 145,2976131828463 44,43839906025483 -8,7134414611824 27,9885896943506
1,5500000000000012 145,20992920638076 44,71811571690807 -8,768397646555146 27,9716656653239
1,5600000000000012 145,12169598281872 44,99766206935509 -8,823322356203777 27,95463524470154
1,5700000000000012 145,03291382891447 45,277037054222234 -8,878215390424712 27,93749848671452
1,5800000000000012 144,94358306341854 45,556239608681665 -8,933076549593304 27,92025544594328
1,5900000000000012 144,8537040070769 45,83526867045484 -8,987905634164349 27,9029061773174
1,6000000000000012 144,76327698263017 46,114123177816 -9,042702444672594 27,88545073611580
1,6100000000000012 144,67230231481284 46,39280206959566 -9,097466781733248 27,8678891779662
1,6200000000000012 144,5807803303524 46,67130428518412 -9,15219844604249 27,85022155884587
1,6300000000000012 144,48871135796864 46,94962876453493 -9,20689723837798 27,83244793508051
1,6400000000000012 144,39609572837264 47,22777444816838 -9,261562959599365 27,8145683633451
1,6500000000000012 144,30293377426617 47,505740277175015 -9,316195410648794 27,79658290066340
1,6600000000000013 144,20922583034064 47,78352519321909 -9,370794392551423 27,77849160440794
1,6700000000000013 144,1149722332765 48,061128138542095 -9,425359706415929 27,76029453230002
1,6800000000000013 144,02017332174213 48,33854805596619 -9,47989115343502 27,74199174240959
1,6900000000000013 143,92482943639328 48,615783888897745 -9,534388534885942 27,72358329315519
1,7000000000000013 143,82894091987197 48,89283458133078 -9,588851652130993 27,7050692433039
1,7100000000000013 143,73250811680577 49,169699077850495 -9,643280306618035 27,6864496519713
1,7200000000000013 143,63553137380697 49,44637632363671 -9,697674299881001 27,66772457862149
1,7300000000000013 143,53801103947157 49,72286526446738 -9,75203343354041 27,64889408306659
1,7400000000000013 143,43994746437852 49,99916484672205 -9,806357509303876 27,62995822546725
1,7500000000000013 143,34134100108886 50,27527401738538 -9,860646328966624 27,61091706633227
1,7600000000000013 143,24219200414475 50,55119172405056 -9,914899694411996 27,5917706665185
1,7700000000000014 143,14250083006863 50,826916914922876 -9,969117407611968 27,57251908723114
1,7800000000000014 143,04226783736235 51,102448538823104 -10,023299270627659 27,5531623900229
1,7900000000000014 142,94149338650624 51,37778554519105 -10,077445085609844 27,5337006367950
1,8000000000000014 142,84017783995824 51,65292688408901 -10,131554654799471 27,51413388979608
1,8100000000000014 142,73832156215298 51,92787150620524 -10,185627780528169 27,49446221162271
1,8200000000000014 142,63592491950078 52,202618362857436 -10,239664265218762 27,4746856652192
1,8300000000000014 142,53298828038692 52,477166405996215 -10,293663911385783 27,45480431387765
1,8400000000000014 142,42951201517056 52,751514588208586 -10,347626521635993 27,43481822123747
1,8500000000000014 142,32549649618386 53,02566186272144 -10,401551898668883 27,4147274512857
1,8600000000000014 142,2209420977311 53,299607183405016 -10,455439845277198 27,394532068357
1,8700000000000014 142,11584919608762 53,573349504776345 -10,509290164347448 27,37423213713329
1,8800000000000014 142,010218169499 53,84688778200278 -10,563102658860421 27,35382772264355
1,8900000000000015 141,9040493981801 54,12022097090542 -10,616877131891703 27,33331889026429
1,9000000000000015 141,79734326431398 54,39334802796261 -10,670613386612185 27,31270570571907
1,9100000000000015 141,6901001520511 54,666267910313394 -10,724311226288584 27,2919882350785
1,9200000000000015 141,58232044750824 54,938979575760996 -10,77797045428396 27,27116654476035
1,9300000000000015 141,47400453876764 55,211481982776284 -10,83159087405822 27,25024070152911
1,9400000000000015 141,36515281587594 55,48377409050125 -10,88517228916865 27,22921077249626
1,9500000000000015 141,25576567084323 55,75585485875245 -10,938714503270422 27,20807682512005
1,9600000000000015 141,14584349764206 56,02772324802451 -10,992217320117108 27,1868389272054
1,9700000000000015 141,03538669220646 56,29937821949355 -11,045680543561202 27,16549714690401
1,9800000000000015 140,92439565243092 56,57081873502069 -11,099103977554638 27,14405155271393
1,9900000000000015 140,8128707781694 56,84204375715549 -11,152487426149298 27,1225022134798
2,0000000000000013 140,70081247123443 57,113052249139415 -11,205830693497541 27,10084919839279
2,010000000000001 140,5882211353959 57,383843174909316 -11,25913358385271 27,07909257699017
2,020000000000001 140,47509717638022 57,65441549910087 -11,312395901569658 27,0572324191556
2,0300000000000007 140,36144100186917 57,92476818705206 -11,365617451105262 27,03526879511900
2,0400000000000005 140,24725302149898 58,19490020480662 -11,41879803701894 27,01320177545620
2,0500000000000003 140,13253364685926 58,46481051911751 -11,471937463973171 26,9910314310891
2,06 140,0172832914919 58,73449809745037 -11,525035536734018 26,9687578332858
2,07 139,9015023708902 59,00396190798697 -11,578092060171636 26,94638105365997
2,0799999999999996 139,7851913024976 59,27320091962868 -11,631106839260806 26,923901164171
2,0899999999999994 139,66835050570677 59,542214101999924 -11,68407967908144 26,90131823712448
2,099999999999999 139,55098040185857 59,81100042545164 -11,737010384819113 26,8786323451710
2,109999999999999 139,43308141424092 60,07955886106471 -11,789898761765574 26,8558435613071
2,1199999999999988 139,31465396808773 60,34788838065346 -11,84274461531927 26,83295195887481
2,1299999999999986 139,19569849057785 60,61598795676907 -11,89554775098587 26,80995761156125
2,1399999999999983 139,07621541083407 60,88385656270306 -11,948307974378777 26,7868605933990
2,149999999999998 138,95620515992186 61,15149317249072 -12,001025091219656 26,7636609787661
2,159999999999998 138,83566817084846 61,41889676091457 -12,053698907338957 26,7403588423853
2,1699999999999977 138,7146048785617 61,686066303507815 -12,106329228676426 26,7169542593247
2,1799999999999975 138,59301571994888 61,953000776557786 -12,158915861281642 26,69344730499731
2,1899999999999973 138,47090113383572 62,219699157109396 -12,211458611314525 26,6698380551609
2,199999999999997 138,34826156098526 62,48616042296858 -12,263957285045867 26,6461265859183
2,209999999999997 138,2250974440967 62,75238355270575 -12,316411688857855 26,62231297371692
2,2199999999999966 138,10140922780425 63,01836752565924 -12,368821629244586 26,5983972953487
2,2299999999999964 137,97719735867614 63,28411132193874 -12,421186912812598 26,57437962795031
2,239999999999996 137,85246228521333 63,54961392242877 -12,47350734628139 26,55026004900280
2,249999999999996 137,7272044578485 63,814874308792085 -12,52578273648395 26,52603863633163
2,259999999999996 137,60142432894483 64,07989146347315 -12,578012890367273 26,50171546810654
2,2699999999999956 137,4751223527949 64,34466436970156 -12,630197614992886 26,4772906228414
2,2799999999999954 137,34829898561952 64,60919201149551 -12,68233671753738 26,45276417939454
2,289999999999995 137,2209546855666 64,87347337366519 -12,734430005292925 26,42813621696780
2,299999999999995 137,09308991270993 65,13750744181627 -12,786477285667804 26,40340681510732
2,3099999999999947 136,96470512904807 65,4012932023533 -12,83847836618693 26,37857605370300
2,3199999999999945 136,83580079850316 65,66482964248318 -12,89043305449238 26,35364401298852
2,3299999999999943 136,7063773869197 65,9281157502186 -12,942341158343917 26,3286107735412
2,339999999999994 136,5764353620635 66,19115051438142 -12,994202485619512 26,30347641628203
2,349999999999994 136,44597519362034 66,45393292460618 -13,046016844315883 26,27824102247539
2,3599999999999937 136,31499735319485 66,71646197134346 -13,097784042549007 26,2529046737291
2,3699999999999934 136,1835023143093 66,9787366458634 -13,149503888554658 26,22746745199442
2,3799999999999932 136,0514905524024 67,24075594025906 -13,201176190688932 26,20192943956562
2,389999999999993 135,91896254482813 67,50251884744986 -13,252800757428771 26,17629071908024
2,399999999999993 135,7859187708544 67,76402436118505 -13,304377397372496 26,15055137351883
2,4099999999999926 135,652359711662 68,0252714760471 -13,355905919240334 26,1247114862048
2,4199999999999924 135,51828585034326 68,28625918745514 -13,407386131874944 26,09877114080472
2,429999999999992 135,38369767190085 68,54698649166842 -13,458817844241949 26,07273042132747
2,439999999999992 135,24859566324653 68,80745238578967 -13,510200865430466 26,0465894121248
2,4499999999999917 135,11298031319998 69,0676558677686 -13,561535004653633 26,0203481978913
2,4599999999999915 134,97685211248748 69,32759593640523 -13,612820071249141 25,99400686366353
2,4699999999999913 134,8402115537407 69,58727159135344 -13,664055874679763 25,96756549482075
2,479999999999991 134,70305913149534 69,8466818331243 -13,715242224533883 25,94102417708444
2,489999999999991 134,56539534219007 70,10582566308948 -13,766378930526033 25,91438299651824
2,4999999999999907 134,4272206841651 70,36470208348476 -13,817465802497418 25,88764203952789
2,5099999999999905 134,28853565766093 70,62331009741337 -13,86850265041645 25,86080139286113
2,5199999999999902 134,14934076481714 70,88164870884944 -13,919489284379281 25,8338611436075
2,52999999999999 134,00963650967103 71,13971692264143 -13,970425514610332 25,80682137919866
2,53999999999999 133,86942339815639 71,3975137445155 -14,021311151462827 25,7796821874074
2,5499999999999896 133,7287019381022 71,655038181079 -14,072146005419327 25,7524436563487
2,5599999999999894 133,5874726392313 71,91228923982378 -14,122929887092262 25,72510587447864
2,569999999999989 133,44573601315903 72,16926592912972 -14,173662607224463 25,69766893059478
2,579999999999989 133,30349257339213 72,42596725826809 -14,224343976689699 25,67013291383606
2,5899999999999888 133,1607428353272 72,68239223740491 -14,274973806493211 25,64249791368255
2,5999999999999885 133,0174873162495 72,93853987760447 -14,32555190777224 25,6147640199554
2,6099999999999883 132,8737265353315 73,19440919083264 -14,376078091796572 25,5869313228168
2,619999999999988 132,72946101363183 73,44999918996034 -14,426552169969062 25,5589999127698
2,629999999999988 132,5846912740936 73,70530888876692 -14,47697395382618 25,53096988065828
2,6399999999999877 132,4394178415432 73,96033730194358 -14,527343255038538 25,50284131766663
2,6499999999999875 132,29364124268906 74,21508344509678 -14,577659885411432 25,47461431531997
2,6599999999999873 132,1473620061202 74,46954633475161 -14,627923656885375 25,44628896548386
2,669999999999987 132,00058066230483 74,72372498835526 -14,678134381536637 25,417865360364
2,679999999999987 131,85329774358905 74,97761842428032 -14,728291871577776 25,3893435925071
2,6899999999999866 131,70551378419546 75,23122566182832 -14,778395939358182 25,3607237547990
2,6999999999999864 131,5572293202218 75,48454572123298 -14,828446397364612 25,33200594046619
2,709999999999986 131,40844488963958 75,73757762366373 -14,878443058221725 25,30319024307494
2,719999999999986 131,25916103229267 75,99032039122903 -14,928385734692629 25,27427675653139
2,7299999999999858 131,1093782898959 76,24277304697985 -14,978274239679408 25,2452655750813
2,7399999999999856 130,95909720603365 76,49493461491295 -15,028108386223671 25,2161567933103
2,7499999999999853 130,80831832615857 76,74680411997439 -15,077887987507086 25,18695050614331
2,759999999999985 130,65704219759004 76,99838058806283 -15,127612856851924 25,15764680884454
2,769999999999985 130,50526936951283 77,249663046033 -15,17728280772159 25,12824579701768
2,7799999999999847 130,35300039297562 77,50065052169906 -15,22689765372118 25,09874756660552
2,7899999999999845 130,20023582088965 77,75134204383795 -15,276457208598003 25,06915221388991
2,7999999999999843 130,04697620802722 78,00173664219287 -15,325961286242135 25,0394598354916
2,809999999999984 129,89322211102035 78,25183334747658 -15,375409700686955 25,00967052837036
2,819999999999984 129,73897408835924 78,50163119137483 -15,424802266109689 24,97978438982439
2,8299999999999836 129,5842327003909 78,75112920654973 -15,47413879683195 24,94980151749067
2,8399999999999834 129,42899850931772 79,00032642664318 -15,523419107320281 24,91972200934466
2,849999999999983 129,27327207919586 79,24922188628018 -15,572643012186704 24,8895459637001
2,859999999999983 129,11705397593397 79,49781462107228 -15,621810326189253 24,85927347920926
2,869999999999983 128,96034476729164 79,7461036676209 -15,670920864232524 24,8289046548621
2,8799999999999826 128,80314502287797 79,99408806352078 -15,719974441368219 24,79843958998714
2,8899999999999824 128,64545531415 80,24176684736328 -15,768970872795686 24,76787838425032
2,899999999999982 128,4872762144114 80,48913905873984 -15,817909973862468 24,73722113765566
2,909999999999982 128,32860829881074 80,73620373824528 -15,866791560064847 24,70646795054479
2,9199999999999817 128,16945214434026 80,98295992748125 -15,915615447048388 24,67561892359688
2,9299999999999815 128,00980832983416 81,22940666905953 -15,964381450608487 24,64467415782855
2,9399999999999813 127,84967743596725 81,47554300660546 -16,013089386690915 24,61363375459373
2,949999999999981 127,68906004525333 81,7213679847613 -16,061739071392363 24,58249781558354
2,959999999999981 127,52795674204371 81,96688064918956 -16,110330320960994 24,5512664428261
2,9699999999999807 127,36636811252575 82,21208004657643 -16,158862951796987 24,51993973868681
2,9799999999999804 127,20429474472122 82,45696522463511 -16,207336780453083 24,4885178058674
2,9899999999999802 127,04173722848488 82,70153523210918 -16,255751623635135 24,45700074740665
2,99999999999998 126,87869615550285 82,94578911877598 -16,30410729820266 24,4253886666798
3,00999999999998 126,71517211929115 83,18972593544996 -16,352403621169373 24,39368166739866
3,0199999999999796 126,55116571519412 83,43334473398608 -16,400640409703758 24,3618798536112
3,0299999999999794 126,38667754038282 83,67664456728309 -16,448817481129602 24,32998332970178
3,039999999999979 126,22170819385356 83,919624489287 -16,496934652926544 24,29799220039070
3,049999999999979 126,05625827642625 84,16228355499435 -16,544991742730637 24,2659065707343
3,0599999999999787 125,8903283907429 84,40462082045559 -16,592988568334885 24,2337265461247
3,0699999999999785 125,723919141266 84,6466353427785 -16,640924947689804 24,20145223228984
3,0799999999999783 125,55703113427695 84,88832618013143 -16,688800698903968 24,16908373529305
3,089999999999978 125,3896649778745 85,12969239174676 -16,736615640244562 24,13662116153323
3,099999999999978 125,22182128197312 85,37073303792421 -16,784369590137935 24,1040646177445
3,1099999999999777 125,05350065830142 85,61144718003418 -16,83206236717015 24,07141421099643
3,1199999999999775 124,88470372040054 85,85183388052111 -16,879693790087533 24,03867004869325
3,1299999999999772 124,71543108362256 86,09189220290686 -16,92726367779724 24,00583223857437
3,139999999999977 124,54568336512888 86,331621211794 -16,974771849367794 23,9729008887139
3,149999999999977 124,37546118388859 86,57101997286921 -17,022218124029653 23,93987610752075
3,1599999999999766 124,20476516067683 86,8100875529066 -17,06960232117575 23,90675800373813
3,1699999999999764 124,0335959180732 87,04882301977104 -17,11692426036206 23,8735466864438
3,179999999999976 123,86195408046012 87,28722544242153 -17,164183761308152 23,84024226504974
3,189999999999976 123,68984027402115 87,52529389091455 -17,211380643897733 23,80684484930204
3,1999999999999758 123,51725512673936 87,76302743640736 -17,25851472817922 23,7733545492807
3,2099999999999755 123,3441992683957 88,00042515116135 -17,305585834366294 23,73977147539991
3,2199999999999753 123,17067333056731 88,23748610854543 -17,35259378283844 23,7060957384070
3,229999999999975 122,9966779466259 88,47420938303927 -17,399538394141523 23,6723274493834
3,239999999999975 122,82221375173602 88,71059405023671 -17,446419488988333 23,6384667197437
3,2499999999999747 122,64728138285342 88,94663918684907 -17,493236888259155 23,60451366123592
3,2599999999999745 122,4718814787234 89,18234387070848 -17,53999041300231 23,57046838594106
3,2699999999999743 122,29601467987905 89,41770718077122 -17,58667988443473 23,5363310062733
3,279999999999974 122,11968162863963 89,65272819712101 -17,633305123942506 23,50210163497967
3,289999999999974 121,94288296910881 89,8874060009724 -17,679865953081453 23,46778038513989
3,2999999999999736 121,76561934717303 90,12173967467407 -17,726362193577668 23,43336737016631
3,3099999999999734 121,58789141049975 90,3557283017121 -17,772793667328084 23,39886270380370
3,319999999999973 121,40969980853573 90,5893709667134 -17,81916019640104 23,36426650012917
3,329999999999973 121,23104519250536 90,82266675544892 -17,865461603036835 23,3295788735519
3,3399999999999728 121,05192821540888 91,05561475483705 -17,91169770964829 23,29479993881333
3,3499999999999726 120,87234953202066 91,28821405294691 -17,957868338821317 23,25992981098644
